,X,Unnamed..0,compound,data,start,stop,area,area_linkpoint,RNAi,Gene,Vial,Total,ratio,ng_uL,ng
1,7,7,pBQ,./20221031_DCor_RNAi/GFP2_1112022_48.mzXML,4.046208107,4.086154331,4497921,4479900.445,GFP,2,48,GFP,0.196304428,0.981522139,68.70654975
15,109,109,meBQ,./20221031_DCor_RNAi/GFP2_1112022_48.mzXML,4.685347691,4.750260305,25917159,25903477.38,GFP,2,48,GFP,1.131112145,5.655560724,395.8892507
29,211,211,C11:1,./20221031_DCor_RNAi/GFP2_1112022_48.mzXML,5.119762878,5.159709102,1046383,1036459.415,GFP,2,48,GFP,0.013179715,0.065898573,4.612900115
43,313,313,C11,./20221031_DCor_RNAi/GFP2_1112022_48.mzXML,5.16470238,5.259574662,386159194,386132210.7,GFP,2,48,GFP,4.863867219,24.3193361,1702.353527
57,415,415,dimeBQ,./20221031_DCor_RNAi/GFP2_1112022_48.mzXML,5.294527608,5.369426778,22912988,22889735.47,GFP,2,48,GFP,1,5,350
71,517,517,memeOBQ,./20221031_DCor_RNAi/GFP2_1112022_48.mzXML,5.703976404,5.793855408,9294619,9283116.163,GFP,2,48,GFP,0.405648491,2.028242454,141.9769718
85,619,619,ethyl decanoate,./20221031_DCor_RNAi/GFP2_1112022_48.mzXML,6.777531175,6.857423623,86177678,86159243.94,GFP,2,48,GFP,1.08545074,5.427253702,379.9077591
99,721,721,isopropyl decanoate,./20221031_DCor_RNAi/GFP2_1112022_48.mzXML,6.932322793,7.012215241,1514567,1498836.613,GFP,2,48,GFP,0.019076725,0.095383625,6.676853779
113,823,823,ethyl dodecanoate,./20221031_DCor_RNAi/GFP2_1112022_48.mzXML,7.706280884,7.811139722,4728828,4718774,GFP,2,48,GFP,0.059561942,0.29780971,20.84667968
127,925,925,isopropyl dodecanoate,./20221031_DCor_RNAi/GFP2_1112022_48.mzXML,7.836106112,7.925985116,341795,333980.44,GFP,2,48,GFP,0.004305078,0.021525391,1.506777341
141,1027,1027,C18,./20221031_DCor_RNAi/GFP2_1112022_48.mzXML,8.570117979,8.650010427,79393449,79372510.8,GFP,2,48,GFP,1,5,350
2,15,15,pBQ,./20221031_DCor_RNAi/GFP2_1112022_55.mzXML,4.046693431,4.086635036,717619,704212.32,GFP,2,55,GFP,0.03012829,0.150641452,10.54490164
16,117,117,meBQ,./20221031_DCor_RNAi/GFP2_1112022_55.mzXML,4.685759124,4.750664234,5539227,5527830.51,GFP,2,55,GFP,0.232557164,1.162785821,81.39500745
30,219,219,C11:1,./20221031_DCor_RNAi/GFP2_1112022_55.mzXML,5.120124088,5.160065693,267191,261360.4375,GFP,2,55,GFP,0.003200287,0.016001435,1.120100444
44,321,321,C11,./20221031_DCor_RNAi/GFP2_1112022_55.mzXML,5.165058394,5.259919708,57429884,57410851.57,GFP,2,55,GFP,0.687867893,3.439339463,240.7537624
58,423,423,dimeBQ,./20221031_DCor_RNAi/GFP2_1112022_55.mzXML,5.294868613,5.369759124,23818776,23790560.93,GFP,2,55,GFP,1,5,350
72,525,525,memeOBQ,./20221031_DCor_RNAi/GFP2_1112022_55.mzXML,5.704270073,5.794138686,3644052,3633124.145,GFP,2,55,GFP,0.152990733,0.764953665,53.54675656
86,627,627,ethyl decanoate,./20221031_DCor_RNAi/GFP2_1112022_55.mzXML,6.77770073,6.857583942,5357478,5345604.75,GFP,2,55,GFP,0.064169329,0.320846643,22.45926504
100,729,729,isopropyl decanoate,./20221031_DCor_RNAi/GFP2_1112022_55.mzXML,6.932474453,7.012357664,395037,384911.85,GFP,2,55,GFP,0.004731566,0.023657828,1.656047992
114,831,831,ethyl dodecanoate,./20221031_DCor_RNAi/GFP2_1112022_55.mzXML,7.706343066,7.811189781,1740208,1729370,GFP,2,55,GFP,0.020843385,0.104216927,7.295184915
128,933,933,isopropyl dodecanoate,./20221031_DCor_RNAi/GFP2_1112022_55.mzXML,7.836153285,7.926021898,376738,368689.18,GFP,2,55,GFP,0.004512389,0.022561945,1.579336134
142,1035,1035,C18,./20221031_DCor_RNAi/GFP2_1112022_55.mzXML,8.570080292,8.649963504,83489700,83453375.95,GFP,2,55,GFP,1,5,350
3,16,16,pBQ,./20221031_DCor_RNAi/GFP11_1112022_98.mzXML,4.046693431,4.086635036,1653876,1637365.188,GFP,11,98,GFP,0.056347199,0.281735996,19.72151971
17,118,118,meBQ,./20221031_DCor_RNAi/GFP11_1112022_98.mzXML,4.685759124,4.750664234,19744811,19730422.34,GFP,11,98,GFP,0.672701459,3.363507295,235.4455106
31,220,220,C11:1,./20221031_DCor_RNAi/GFP11_1112022_98.mzXML,5.120124088,5.160065693,1309972,1299733.31,GFP,11,98,GFP,0.012602537,0.063012685,4.41088797
45,322,322,C11,./20221031_DCor_RNAi/GFP11_1112022_98.mzXML,5.165058394,5.259919708,348286384,348255872.4,GFP,11,98,GFP,3.350676244,16.75338122,1172.736686
59,424,424,dimeBQ,./20221031_DCor_RNAi/GFP11_1112022_98.mzXML,5.294868613,5.369759124,29351521,29317498.62,GFP,11,98,GFP,1,5,350
73,526,526,memeOBQ,./20221031_DCor_RNAi/GFP11_1112022_98.mzXML,5.704270073,5.794138686,10249355,10235551.26,GFP,11,98,GFP,0.349193318,1.745966589,122.2176612
87,628,628,ethyl decanoate,./20221031_DCor_RNAi/GFP11_1112022_98.mzXML,6.77770073,6.857583942,71652891,71634390.23,GFP,11,98,GFP,0.689333981,3.446669907,241.2668935
101,730,730,isopropyl decanoate,./20221031_DCor_RNAi/GFP11_1112022_98.mzXML,6.932474453,7.012357664,1123901,1107216.313,GFP,11,98,GFP,0.010812448,0.05406224,3.784356766
115,832,832,ethyl dodecanoate,./20221031_DCor_RNAi/GFP11_1112022_98.mzXML,7.706343066,7.811189781,4742020,4729782.05,GFP,11,98,GFP,0.045620428,0.228102138,15.96714966
129,934,934,isopropyl dodecanoate,./20221031_DCor_RNAi/GFP11_1112022_98.mzXML,7.836153285,7.926021898,419189,409902.6225,GFP,11,98,GFP,0.004032792,0.020163961,1.411477282
143,1036,1036,C18,./20221031_DCor_RNAi/GFP11_1112022_98.mzXML,8.570080292,8.649963504,103945102,103893795,GFP,11,98,GFP,1,5,350
4,22,22,pBQ,./20221031_DCor_RNAi/GFP2_1112022_57.mzXML,4.046693431,4.086635036,317096,304075.9125,GFP,2,57,GFP,0.012743648,0.06371824,4.460276793
18,124,124,meBQ,./20221031_DCor_RNAi/GFP2_1112022_57.mzXML,4.685759124,4.750664234,9547861,9535352.83,GFP,2,57,GFP,0.383715277,1.918576386,134.300347
32,226,226,C11:1,./20221031_DCor_RNAi/GFP2_1112022_57.mzXML,5.120124088,5.160065693,59151,54174.7525,GFP,2,57,GFP,0.000730955,0.003654777,0.255834402
46,328,328,C11,./20221031_DCor_RNAi/GFP2_1112022_57.mzXML,5.165058394,5.259919708,17777126,17760708.29,GFP,2,57,GFP,0.219679919,1.098399594,76.8879716
60,430,430,dimeBQ,./20221031_DCor_RNAi/GFP2_1112022_57.mzXML,5.294868613,5.369759124,24882671,24854068.06,GFP,2,57,GFP,1,5,350
74,532,532,memeOBQ,./20221031_DCor_RNAi/GFP2_1112022_57.mzXML,5.704270073,5.794138686,5186938,5174307.383,GFP,2,57,GFP,0.208455837,1.042279183,72.95954281
88,634,634,ethyl decanoate,./20221031_DCor_RNAi/GFP2_1112022_57.mzXML,6.77770073,6.857583942,3441971,3430486.138,GFP,2,57,GFP,0.042533979,0.212669897,14.88689277
102,736,736,isopropyl decanoate,./20221031_DCor_RNAi/GFP2_1112022_57.mzXML,6.932474453,7.012357664,854149,843964.9,GFP,2,57,GFP,0.010555102,0.052775511,3.694285795
116,838,838,ethyl dodecanoate,./20221031_DCor_RNAi/GFP2_1112022_57.mzXML,7.706343066,7.811189781,1829238,1818613,GFP,2,57,GFP,0.022604714,0.113023572,7.911650027
130,940,940,isopropyl dodecanoate,./20221031_DCor_RNAi/GFP2_1112022_57.mzXML,7.836153285,7.926021898,298830,290774.38,GFP,2,57,GFP,0.003692776,0.018463882,1.292471716
144,1042,1042,C18,./20221031_DCor_RNAi/GFP2_1112022_57.mzXML,8.570080292,8.649963504,80922854,80872031.73,GFP,2,57,GFP,1,5,350
5,25,25,pBQ,./20221031_DCor_RNAi/GFP2_1112022_49.mzXML,4.046693431,4.086635036,1104444,1091308.08,GFP,2,49,GFP,0.052349267,0.261746335,18.32224345
19,127,127,meBQ,./20221031_DCor_RNAi/GFP2_1112022_49.mzXML,4.685759124,4.750664234,11100065,11088191.66,GFP,2,49,GFP,0.526129225,2.630646127,184.1452289
33,229,229,C11:1,./20221031_DCor_RNAi/GFP2_1112022_49.mzXML,5.120124088,5.160065693,855370,847844.475,GFP,2,49,GFP,0.011732222,0.058661112,4.106277858
47,331,331,C11,./20221031_DCor_RNAi/GFP2_1112022_49.mzXML,5.165058394,5.259919708,283013967,282992908.6,GFP,2,49,GFP,3.881808828,19.40904414,1358.63309
61,433,433,dimeBQ,./20221031_DCor_RNAi/GFP2_1112022_49.mzXML,5.294868613,5.369759124,21097602,21074172.44,GFP,2,49,GFP,1,5,350
75,535,535,memeOBQ,./20221031_DCor_RNAi/GFP2_1112022_49.mzXML,5.704270073,5.794138686,8528191,8516765.47,GFP,2,49,GFP,0.404225608,2.021128041,141.4789629
89,637,637,ethyl decanoate,./20221031_DCor_RNAi/GFP2_1112022_49.mzXML,6.77770073,6.857583942,50530748,50513849.53,GFP,2,49,GFP,0.693077821,3.465389107,242.5772375
103,739,739,isopropyl decanoate,./20221031_DCor_RNAi/GFP2_1112022_49.mzXML,6.932474453,7.012357664,688765,675378.85,GFP,2,49,GFP,0.009447075,0.047235373,3.306476108
117,841,841,ethyl dodecanoate,./20221031_DCor_RNAi/GFP2_1112022_49.mzXML,7.706343066,7.811189781,2568039,2558939.9,GFP,2,49,GFP,0.035223125,0.176115627,12.3280939
131,943,943,isopropyl dodecanoate,./20221031_DCor_RNAi/GFP2_1112022_49.mzXML,7.836153285,7.926021898,242177,235085.28,GFP,2,49,GFP,0.003321691,0.016608453,1.162591689
145,1045,1045,C18,./20221031_DCor_RNAi/GFP2_1112022_49.mzXML,8.570080292,8.649963504,72907755,72860438.47,GFP,2,49,GFP,1,5,350
6,43,43,pBQ,./20221031_DCor_RNAi/GFP2_1112022_56.mzXML,4.053386861,4.093270073,8373891,8332705.258,GFP,2,56,GFP,0.31323419,1.566170948,109.6319664
20,145,145,meBQ,./20221031_DCor_RNAi/GFP2_1112022_56.mzXML,4.691518248,4.756328467,86671097,86648906.33,GFP,2,56,GFP,3.242023431,16.21011715,1134.708201
34,247,247,C11:1,./20221031_DCor_RNAi/GFP2_1112022_56.mzXML,5.125248175,5.165131387,4036273,4018756.498,GFP,2,56,GFP,0.047220821,0.236104107,16.52728751
48,349,349,C11,./20221031_DCor_RNAi/GFP2_1112022_56.mzXML,5.170116788,5.264839416,717662938,717567245.5,GFP,2,56,GFP,8.396021145,41.98010573,2938.607401
62,451,451,dimeBQ,./20221031_DCor_RNAi/GFP2_1112022_56.mzXML,5.299737226,5.374518248,26733643,26704743.75,GFP,2,56,GFP,1,5,350
76,553,553,memeOBQ,./20221031_DCor_RNAi/GFP2_1112022_56.mzXML,5.708540146,5.798277372,24804344,24786020.51,GFP,2,56,GFP,0.927832544,4.639162721,324.7413905
90,655,655,ethyl decanoate,./20221031_DCor_RNAi/GFP2_1112022_56.mzXML,6.78040146,6.860167883,204899927,204861341.3,GFP,2,56,GFP,2.397147782,11.98573891,839.0017235
104,757,757,isopropyl decanoate,./20221031_DCor_RNAi/GFP2_1112022_56.mzXML,6.934948905,7.014715328,5705900,5669222.038,GFP,2,56,GFP,0.06675398,0.333769898,23.36389283
118,859,859,ethyl dodecanoate,./20221031_DCor_RNAi/GFP2_1112022_56.mzXML,7.707686131,7.812379562,5559093,5546826.65,GFP,2,56,GFP,0.065036468,0.325182338,22.76276364
132,961,961,isopropyl dodecanoate,./20221031_DCor_RNAi/GFP2_1112022_56.mzXML,7.837306569,7.927043796,452728,443087.6825,GFP,2,56,GFP,0.005296517,0.026482584,1.853780906
146,1063,1063,C18,./20221031_DCor_RNAi/GFP2_1112022_56.mzXML,8.570160584,8.649927007,85476552,85440972.96,GFP,2,56,GFP,1,5,350
7,45,45,pBQ,./20221031_DCor_RNAi/GFP2_1112022_54.mzXML,4.046693431,4.086635036,7334675,7312172.958,GFP,2,54,GFP,0.28744513,1.437225649,100.6057954
21,147,147,meBQ,./20221031_DCor_RNAi/GFP2_1112022_54.mzXML,4.685759124,4.750664234,34016359,34001338.78,GFP,2,54,GFP,1.333097475,6.665487377,466.5841164
35,249,249,C11:1,./20221031_DCor_RNAi/GFP2_1112022_54.mzXML,5.120124088,5.160065693,2035980,2022892.993,GFP,2,54,GFP,0.023776162,0.118880811,8.321656799
49,351,351,C11,./20221031_DCor_RNAi/GFP2_1112022_54.mzXML,5.165058394,5.259919708,529038079,529006686.1,GFP,2,54,GFP,6.178103528,30.89051764,2162.336235
63,453,453,dimeBQ,./20221031_DCor_RNAi/GFP2_1112022_54.mzXML,5.294868613,5.369759124,25516783,25488841.35,GFP,2,54,GFP,1,5,350
77,555,555,memeOBQ,./20221031_DCor_RNAi/GFP2_1112022_54.mzXML,5.704270073,5.794138686,21656376,21641293.39,GFP,2,54,GFP,0.848711062,4.24355531,297.0488717
91,657,657,ethyl decanoate,./20221031_DCor_RNAi/GFP2_1112022_54.mzXML,6.77770073,6.857583942,162841707,162817516.7,GFP,2,54,GFP,1.901664482,9.50832241,665.5825687
105,759,759,isopropyl decanoate,./20221031_DCor_RNAi/GFP2_1112022_54.mzXML,6.932474453,7.012357664,12398933,12370828.29,GFP,2,54,GFP,0.144794666,0.723973328,50.67813294
119,861,861,ethyl dodecanoate,./20221031_DCor_RNAi/GFP2_1112022_54.mzXML,7.706343066,7.811189781,9713206,9701239.35,GFP,2,54,GFP,0.113430762,0.567153808,39.70076658
133,963,963,isopropyl dodecanoate,./20221031_DCor_RNAi/GFP2_1112022_54.mzXML,7.836153285,7.926021898,932758,922717.8425,GFP,2,54,GFP,0.010892742,0.054463712,3.812459824
147,1065,1065,C18,./20221031_DCor_RNAi/GFP2_1112022_54.mzXML,8.570080292,8.649963504,85631145,85592726.45,GFP,2,54,GFP,1,5,350
8,56,56,pBQ,./20221031_DCor_RNAi/GFP11_1112022_97.mzXML,4.04902018,4.088944977,16254791,16217787.72,GFP,11,97,GFP,0.603010931,3.015054655,211.0538259
22,158,158,meBQ,./20221031_DCor_RNAi/GFP11_1112022_97.mzXML,4.687816946,4.752694742,96062465,96042572.99,GFP,11,97,GFP,3.563670333,17.81835167,1247.284617
36,260,260,C11:1,./20221031_DCor_RNAi/GFP11_1112022_97.mzXML,5.121999123,5.161923921,4625824,4601370.323,GFP,11,97,GFP,0.051883836,0.259419181,18.15934269
50,362,362,C11,./20221031_DCor_RNAi/GFP11_1112022_97.mzXML,5.16691452,5.261735915,817126966,817072837,GFP,11,97,GFP,9.165001027,45.82500513,3207.750359
64,464,464,dimeBQ,./20221031_DCor_RNAi/GFP11_1112022_97.mzXML,5.296670114,5.37152911,26956047,26921399.17,GFP,11,97,GFP,1,5,350
78,566,566,memeOBQ,./20221031_DCor_RNAi/GFP11_1112022_97.mzXML,5.705899292,5.795730087,35102675,35081170.89,GFP,11,97,GFP,1.302218942,6.511094709,455.7766296
92,668,668,ethyl decanoate,./20221031_DCor_RNAi/GFP11_1112022_97.mzXML,6.778878235,6.858727831,483926286,483887227.2,GFP,11,97,GFP,5.427779394,27.13889697,1899.722788
106,770,770,isopropyl decanoate,./20221031_DCor_RNAi/GFP11_1112022_97.mzXML,6.933586827,7.013436423,6028440,5986478.588,GFP,11,97,GFP,0.067615758,0.338078788,23.66551513
120,872,872,ethyl dodecanoate,./20221031_DCor_RNAi/GFP11_1112022_97.mzXML,7.707129786,7.81193238,25689272,25675240.1,GFP,11,97,GFP,0.288134175,1.440670875,100.8469613
134,974,974,isopropyl dodecanoate,./20221031_DCor_RNAi/GFP11_1112022_97.mzXML,7.836885379,7.926716174,810090,799193.085,GFP,11,97,GFP,0.009086074,0.045430368,3.180125729
148,1076,1076,C18,./20221031_DCor_RNAi/GFP11_1112022_97.mzXML,8.57050354,8.650353136,89157324,89138057.55,GFP,11,97,GFP,1,5,350
9,62,62,pBQ,./20221031_DCor_RNAi/GFP2_1112022_47.mzXML,4.046693431,4.086635036,3004276,2988324.19,GFP,2,47,GFP,0.120545343,0.602726715,42.19087003
23,164,164,meBQ,./20221031_DCor_RNAi/GFP2_1112022_47.mzXML,4.685759124,4.750664234,29585305,29570814.52,GFP,2,47,GFP,1.187098235,5.935491175,415.4843822
37,266,266,C11:1,./20221031_DCor_RNAi/GFP2_1112022_47.mzXML,5.120124088,5.160065693,1753745,1742112.47,GFP,2,47,GFP,0.022180094,0.110900469,7.763032855
51,368,368,C11,./20221031_DCor_RNAi/GFP2_1112022_47.mzXML,5.165058394,5.259919708,469576266,469548265.3,GFP,2,47,GFP,5.938859788,29.69429894,2078.600926
65,470,470,dimeBQ,./20221031_DCor_RNAi/GFP2_1112022_47.mzXML,5.294868613,5.369759124,24922373,24896175.85,GFP,2,47,GFP,1,5,350
79,572,572,memeOBQ,./20221031_DCor_RNAi/GFP2_1112022_47.mzXML,5.704270073,5.794138686,13856283,13843659.14,GFP,2,47,GFP,0.555977675,2.779888376,194.5921863
93,674,674,ethyl decanoate,./20221031_DCor_RNAi/GFP2_1112022_47.mzXML,6.77770073,6.857583942,105098279,105078413.1,GFP,2,47,GFP,1.329206751,6.646033756,465.2223629
107,776,776,isopropyl decanoate,./20221031_DCor_RNAi/GFP2_1112022_47.mzXML,6.932474453,7.012357664,10609352,10587249.31,GFP,2,47,GFP,0.134179384,0.670896919,46.9627843
